gene,obs,exp,obs - exp
ANO2,1,1.0153887608690728,-0.015388760869072815
GANC,1,1.0455009290578312,-0.04550092905783121
ZNF518B,1,1.074404672508425,-0.07440467250842508
DOCK2,1,1.0891565135337653,-0.0891565135337653
E2F8,1,1.1136277313949563,-0.1136277313949563
NFKBIL2,1,1.2104335843453637,-0.21043358434536374
CACNA1S,1,1.212226659587421,-0.21222665958742093
KCNU1,1,1.2654890636829292,-0.26548906368292924
DBX2,1,1.2800000000004055,-0.2800000000004055
CNTNAP5,1,1.3173763702664787,-0.3173763702664787
ADNP,1,1.3949959579823374,-0.39499595798233744
LRP1B,1,1.5585087477303754,-0.5585087477303754
PHF6,2,2.5923634636396162,-0.5923634636396162
TRA2B,1,1.6680235544527084,-0.6680235544527084
HMCN1,1,1.777082519159892,-0.777082519159892
C2orf89,1,1.8856935568107598,-0.8856935568107598
KIAA1683,1,1.9665116296644212,-0.9665116296644212
TM7SF4,1,2.0256711334522466,-1.0256711334522466
TET2,4,5.73288408645401,-1.7328840864540096
CCDC67,1,2.776191412457708,-1.7761914124577078
PTPRN,1,3.1506664448297186,-2.1506664448297186
EPHA10,1,3.1717158639569307,-2.1717158639569307
RYR1,1,3.2274285714270583,-2.2274285714270583
MUC16,3,5.632933610858181,-2.6329336108581813
C5,1,3.6592492631188285,-2.6592492631188285
CSMD1,2,4.894109530645758,-2.894109530645758
SCML2,1,6.120657334150405,-5.120657334150405
TTN,5,10.265846523945925,-5.265846523945925
